Gene1,Gene2,Label
Slc38a6,Otud3,AD_specific
Zeb1,Il31ra,AD_specific
Rnpepl1,Ap4s1,AD_specific
Intu,Ccdc82,Shared
Zfp970,Nktr,Shared
Zkscan2,Trat1,AD_specific
Gm9257,Gm5784,Shared
Zfp457,Cmah,AD_specific
Gmnn,Dedd,AD_specific
Unc13b,Fuom,WT_specific
Zfp62,Rnf169,WT_specific
Tuba1b,Cfl1,AD_specific
Kalrn,Cldn34c2,Shared
Ms4a12,Grk4,Shared
Rps15a,Khdrbs2,WT_specific
Gm17149,Dlg1,Shared
Txnl4a,Hexdc,AD_specific
Kirrel3,Gm52310,AD_specific
Pgap2,Mrpl15,AD_specific
Prkcg,Baalc,WT_specific
F11r,Dvl3,AD_specific
Sv2c,Efcc1,AD_specific
Wdr92,Tcte3,Shared
Pibf1,Adam28,AD_specific
Rfxank,Mrgprb1,AD_specific
Mertk,Fn1,WT_specific
Pnma2,Pde10a,AD_specific
Gria1,Adgrl3,AD_specific
Ttc5,Pde3a,AD_specific
Abca8b,9930021J03Rik,AD_specific
St8sia1,Gsap,Shared
Zfp53,Lrrc4c,WT_specific
Zyg11b,Cyrib,WT_specific
Pou2f1,LOC118567664,WT_specific
Rd3,Gfod2,AD_specific
Poglut3,Nfyc,WT_specific
Rbm4b,Gm17768,AD_specific
Vmn1r58,Neto1,Shared
Polr3f,Mrpl4,AD_specific
Gm10130,Evi5,AD_specific
Dcaf1,BC034090,AD_specific
Rgs20,Atrn,AD_specific
Rab37,Galc,WT_specific
Usp48,Gabpb1,Shared
Fam205a3,Cdkl2,AD_specific
Tcf4,Hdx,WT_specific
Rpf2,Gm41607,Shared
Prnp,Ankrd7,Shared
Tmem151b,Abhd6,WT_specific
Vinac1,Polm,AD_specific
Ttc28,Rab2a,WT_specific
Mdga2,Hspb7,AD_specific
Pdxk,Olfr1393,WT_specific
Xpo7,Stxbp4,AD_specific
Ogdhl,Kcnk6,WT_specific
Tuba8,Sdk2,AD_specific
Zfp57,Serpina1a,Shared
Smco1,Dgke,WT_specific
Ube4a,Naca,AD_specific
Smoc1,Gsap,WT_specific
Gm8279,Gm6526,AD_specific
Dock7,Diaph2,WT_specific
Dennd5b,Bloc1s2,AD_specific
Snap23,Mga,WT_specific
Prss35,Ank3,WT_specific
Cxcr2,Best3,AD_specific
Rnft2,2210408I21Rik,AD_specific
Slc7a14,Osbpl10,AD_specific
Wdr12,Rpl37a,WT_specific
Gm5954,Fnip2,AD_specific
Recql4,Mfsd3,AD_specific
Iqsec1,Cdc42,AD_specific
Rabgap1l,Hsd3b3,AD_specific
Zfp970,Gm14295,WT_specific
Sntb1,Nlrp4a,WT_specific
Wdr33,Gipr,AD_specific
LOC118568593,Hecw1,AD_specific
Vmn1r65,LOC118567336,Shared
Rbbp4,Gm17768,WT_specific
Btaf1,Atxn2,AD_specific
Rorb,Fank1,WT_specific
Kirrel3,Grin2b,WT_specific
Pou2f1,Gnb2,AD_specific
Khdrbs2,Drg1,WT_specific
Zfyve9,Ssbp2,WT_specific
Wdfy2,Ccdc148,AD_specific
Elavl2,Dst,WT_specific
Strbp,Lmbrd1,AD_specific
Parp2,Anxa9,AD_specific
Vps33b,Pafah2,AD_specific
Sall3,Gm5977,WT_specific
Inhba,Ate1,WT_specific
Vmn2r47,Camkmt,AD_specific
Polm,Lpp,AD_specific
Tcf4,Rmi2,WT_specific
Slc12a8,Atpsckmt,Shared
Gm8020,Gm7970,Shared
Tasl,Lrrtm4,WT_specific
Gpr82,Cfap99,WT_specific
Xpnpep1,LOC118568337,Shared
Ntrk3,Enc1,WT_specific
Pappa2,Gm29776,WT_specific
Gm31606,Gm13547,WT_specific
Tnfrsf10b,Dph5,WT_specific
Serac1,Nphp3,WT_specific
Nvl,Coq8b,WT_specific
Zfp984,Nav3,AD_specific
Igsf10,Apex2,Shared
Tbc1d13,Sfswap,WT_specific
Mest,Maco1,AD_specific
Gm38702,Arhgap39,WT_specific
Nkain2,Hdac7,WT_specific
Fbxo47,Bicral,AD_specific
Gm38702,Dhx57,WT_specific
Ttc9b,LOC102638047,AD_specific
Polh,Bri3bp,WT_specific
Zbtb6,Prr14,AD_specific
Rint1,Arl14ep,AD_specific
Zfp964,Tmem106c,WT_specific
Hnrnpd,Cer1,Shared
Trps1,Kirrel3,WT_specific
Tenm2,Gm29776,Shared
Zfp846,Ccdc60,WT_specific
Zfp382,Ccdc186,AD_specific
Htr1d,Ankrd10,AD_specific
Nck1,Dcun1d5,Shared
Tnks2,Mast3,Shared
Tirap,LOC118567505,AD_specific
Zc3hav1,D17H6S53E,AD_specific
Rab27b,Cnbd2,WT_specific
Atp11a,Ankrd55,WT_specific
Triobp,Phlpp2,WT_specific
LOC115489981,Arhgap26,WT_specific
Casc1,Ankle1,Shared
Zfp873,Tenm2,AD_specific
Il5ra,Ces2f,AD_specific
Trim9,H2-Q6,WT_specific
Igsf10,Bloc1s2,WT_specific
Tlcd5,Cxxc4,AD_specific
Sp110,Slc1a2,WT_specific
Grpel1,Ddx21,WT_specific
Snupn,Klhl41,AD_specific
Tmppe,Sod2,AD_specific
Otud7b,Mid1,WT_specific
Gm38418,Gm3317,Shared
Slc9b2,Mgat4c,WT_specific
Hecw1,E2f3,AD_specific
Tyr,Gm12253,WT_specific
Trim56,Slc1a2,AD_specific
Ldhd,Kirrel3,AD_specific
Pou1f1,Mdc1,AD_specific
Klhl5,Ccdc60,AD_specific
Xiap,Cwc25,AD_specific
Naip5,Msl1,WT_specific
Senp7,Acbd6,Shared
Trim65,Synj2bp,Shared
Psg16,Crem,WT_specific
Serpinb1c,Adgrf5,WT_specific
Utp11,Hltf,AD_specific
Zswim2,Ppp4r1,AD_specific
Cyp27b1,Ctnnd1,WT_specific
Psma3,Kcnip4,WT_specific
Hoxc9,Deaf1,WT_specific
Gm9222,Gm14461,AD_specific
Dlgap4,Dclre1c,WT_specific
Tstd2,Nav1,AD_specific
Mafg,Gria1,Shared
Mterf1b,Arhgap39,WT_specific
Mrpl27,Meis2,Shared
Tmem19,Map3k3,AD_specific
Egflam,Ddr2,AD_specific
Mroh6,Cdc123,WT_specific
Vegfa,Map2k4,WT_specific
Tstd2,Rspry1,AD_specific
Kcnh6,Gpr157,AD_specific
Tyms,Olfr613,Shared
Stx18,Dvl3,WT_specific
Wnt4,L3mbtl1,WT_specific
Zfp407,Ifnar1,WT_specific
Rpl23,Cldn34c1,WT_specific
Ifnar1,Fbxl17,WT_specific
Hspb11,2210408I21Rik,Shared
Srl,Gm4841,WT_specific
Tmem19,Gfod2,WT_specific
Rexo5,Fgf14,Shared
Zbtb25,Tmem39b,AD_specific
Gm36722,Dgki,WT_specific
Letm2,Barhl1,AD_specific
Rbm12b2,Ppp4r1,Shared
Trpm3,Tmcc1,WT_specific
Zbtb1,Nos1,Shared
Tigd3,Larp4b,AD_specific
Ripor2,1810020O05Rik,AD_specific
Pgr,Bcl2l11,WT_specific
Mef2c,Ccdc15,Shared
Mug2,Me3,WT_specific
Lcp2,Clasp1,WT_specific
Etv1,Btrc,AD_specific
Phactr1,Akap13,WT_specific
Nfat5,Atrn,WT_specific
Maml2,Armc2,WT_specific
Zfp697,Cenpq,Shared
Potegl,Kcnip4,WT_specific
Haus1,4930447C04Rik,WT_specific
Cryzl2,Acap2,Shared
Zdhhc16,Map3k3,AD_specific
Trappc9,Me3,WT_specific
Tigd3,Kcnd2,AD_specific
Wdr34,Gatad2b,WT_specific
Rgs6,Golm2,WT_specific
Cdh19,9530057J20Rik,Shared
Otud7a,Nrp1,WT_specific
Il7r,Il17ra,WT_specific
Btnl10,Bmp3,WT_specific
Ntrk3,Grip1,WT_specific
Kif21a,Cck,WT_specific
Nfat5,Atf2,WT_specific
Krr1,Homez,AD_specific
Nvl,Cers4,Shared
Hnf4g,Fgf13,WT_specific
Xkr8,Fnip2,WT_specific
Stxbp4,4930447C04Rik,WT_specific
Vangl2,Asgr1,WT_specific
Senp7,4930430F08Rik,WT_specific
Washc4,Dlgap4,WT_specific
Frmd4a,Ddr1,AD_specific
Ntrk3,Agbl4,WT_specific
Neto1,Gm31606,Shared
Zfp950,Rapgef2,AD_specific
Stxbp4,Naaa,AD_specific
Gm52800,Dnajc21,WT_specific
Slc7a13,Kalrn,WT_specific
Mrps10,Dnajc21,AD_specific
Sox6,Bicral,WT_specific
Tmco3,Clip1,WT_specific
Tiam1,Hivep2,WT_specific
Sil1,Mettl2,AD_specific
Gm8290,Eif2s3y,Shared
Zfp111,Wdfy2,Shared
Rab30,Opa1,AD_specific
Tex47,Gpatch2,AD_specific
Focad,2210408I21Rik,WT_specific
Gm40363,Atf7ip,AD_specific
Kif26b,Gmfb,AD_specific
Nckap5,Cpsf2,WT_specific
Wdr66,Sec24d,AD_specific
Trim27,Grk4,WT_specific
Unc79,Ap1s3,WT_specific
Nars2,Dysf,WT_specific
Tacr1,Cpne3,Shared
Maml2,Dnm3,WT_specific
Noa1,Gmfb,AD_specific
Rgs20,Lonrf2,AD_specific
Zfp811,Astn1,Shared
Pou1f1,Cradd,WT_specific
Klhl32,Dnah7b,AD_specific
LOC118568783,LOC118568632,Shared
Slc35a1,Nfkb2,AD_specific
Itga7,Idnk,WT_specific
Slc16a6,Gm5954,WT_specific
Tuba1b,Gm31606,WT_specific
Zbtb21,Gm2115,Shared
Maml2,Kynu,AD_specific
Map3k6,Gpm6b,AD_specific
Tent5c,Bcl2l11,AD_specific
Psmb11,Atad2,WT_specific
Zfp950,Sox5,AD_specific
Btbd35f7,Btbd35f11,WT_specific
Tex38,Mier2,WT_specific
Tmem236,Kif27,WT_specific
Ces2f,Cdh7,Shared
Slc10a2,Fhod1,WT_specific
Fbxo43,Btbd9,WT_specific
Ndst1,Iars2,WT_specific
Zfp697,Vmn2r33,AD_specific
Mrgpra9,Mrgpra2b,AD_specific
Gm52817,Cnnm2,WT_specific
Trim36,Tmem19,Shared
Suds3,Olfr809,WT_specific
Kansl1l,Ces2b,WT_specific
Rspry1,Mterf1b,AD_specific
Smg5,Ikzf4,WT_specific
Dlgap1,Cntnap5c,WT_specific
Gm14391,Fnip2,WT_specific
Pnpla1,Ccdc144b,Shared
Ociad1,Exosc7,Shared
Gm3512,Apobec3,AD_specific
Mta3,Arntl2,WT_specific
Nhsl2,Marchf1,Shared
Kcnab2,Def8,AD_specific
Wnt4,Eif4e3,Shared
Msantd2,Hps5,AD_specific
Trim36,Arl15,AD_specific
Ptgfrn,Chd1l,WT_specific
Snupn,Gm7972,WT_specific
Tdrd7,Rhox8,AD_specific
Xiap,Tshz3,AD_specific
Rpn2,Prr11,WT_specific
Gm14438,Erlec1,AD_specific
Sirt4,Polb,AD_specific
Mau2,Brd4,WT_specific
Sirpa,Ikbip,AD_specific
Zbtb25,Gfod2,WT_specific
Zfp369,Tnfrsf14,Shared
Sgpp2,Rint1,AD_specific
Mlph,Gapdhs,WT_specific
Ehbp1,Ccdc167,WT_specific
Zswim5,Mef2c,AD_specific
Ttf1,Arhgap39,AD_specific
Tfap2b,F8,WT_specific
Rspry1,Fank1,WT_specific
Pde10a,E2f3,Shared
Tpbpb,Nhsl2,AD_specific
Pde6a,Casc1,WT_specific
St3gal4,Prdm9,WT_specific
Pank1,Mettl2,WT_specific
Sox6,Lrrc4c,Shared
Ppp1r9a,Mettl6,WT_specific
Slitrk4,Deaf1,WT_specific
Lrrc61,Fan1,Shared
Ncam2,Dgki,AD_specific
Ube2l6,2610524H06Rik,AD_specific
Rexo5,Foxk1,WT_specific
Tnfrsf10b,Gm31606,Shared
Gm40811,Amer2,WT_specific
Rab2a,Ddr1,WT_specific
Ube2w,Spred2,AD_specific
Vangl2,Opcml,WT_specific
Spred2,Gmfb,WT_specific
Kirrel3,Dpp4,Shared
Ghrhr,Crtc1,WT_specific
Tmem245,Amy2a4,WT_specific
Map3k13,Alox8,WT_specific
Mrpl27,Dcun1d5,WT_specific
Senp7,Gm42372,AD_specific
Gpm6b,Dlc1,WT_specific
St3gal1,Crppa,WT_specific
Lcp2,Foxg1,WT_specific
Trim9,E2f3,WT_specific
Unc13b,Atpsckmt,WT_specific
Ulk3,Cntnap5c,AD_specific
Xiap,Tfcp2l1,WT_specific
Tfdp1,St8sia1,WT_specific
Trdmt1,Atf7ip,Shared
Stx1b,Spopl,WT_specific
Pygo1,3300002I08Rik,WT_specific
Zfyve28,Grk4,AD_specific
Oas3,Itga4,WT_specific
Fam169a,4933428G20Rik,AD_specific
Hsd3b3,Ahdc1,AD_specific
Zfp316,Cdkl2,AD_specific
LOC118567439,Gm40367,AD_specific
Mzf1,Cntn2,AD_specific
Stag1,Kirrel,WT_specific
Rbm12b2,Parp2,WT_specific
Tcf4,Kynu,WT_specific
Tbc1d4,Dlgap4,WT_specific
Spopl,Lrrc69,Shared
Riok2,Hoxc9,AD_specific
Pou2f2,Gcdh,AD_specific
Mrpl51,Mdc1,WT_specific
Nek4,Gm46650,Shared
Rd3,Dlg1,WT_specific
Ndnf,E2f5,Shared
Pde4b,Cyp4x1,Shared
Dlc1,Cxadr,WT_specific
Zc3h12b,Tasor,WT_specific
Tenm3,St3gal6,WT_specific
Nwd2,Adtrp,WT_specific
Htr4,Car5b,WT_specific
Zfp488,Nkain3,Shared
Zbtb21,Fgf13,WT_specific
Plekha2,Klhl32,WT_specific
Ncam2,Ehbp1,WT_specific
Zfp202,Hspb11,Shared
Hinfp,Ackr4,WT_specific
LOC118568219,Chst3,WT_specific
Usp45,Il12rb1,AD_specific
Sergef,AW554918,Shared
Lrrc61,D430041D05Rik,AD_specific
Gm5795,Gm3667,AD_specific
Obi1,Bri3bp,WT_specific
Mier2,Lrrc7,WT_specific
Tmem74b,Pde4d,WT_specific
Mre11a,Eif2ak2,Shared
Tshz2,Maml2,WT_specific
Tmem220,Nrp2,Shared
Zfp950,Fxn,WT_specific
Sytl4,Kcnq3,AD_specific
Itga4,Hsd3b3,AD_specific
Sirt5,Hip1,AD_specific
Zfyve28,Unc13b,Shared
Gm14439,Gm14308,Shared
Hoxc9,Hdac8,WT_specific
Vps33a,Ppfia2,WT_specific
Ctdspl,Ap4s1,AD_specific
Wnt4,Paxip1,AD_specific
Ttf1,Rab30,Shared
Fam124a,Amer1,Shared
Zscan2,Gm973,WT_specific
Zc3hav1,Nol10,WT_specific
Mmp14,Kcnmb3,WT_specific
Wfdc13,Arl10,WT_specific
Mbnl3,Birc5,AD_specific
Vegfa,Aga,WT_specific
Phf24,Fam205c,AD_specific
Rpl7l1,Osbpl10,AD_specific
Slitrk4,Mrpl4,WT_specific
St8sia1,Rttn,Shared
Usp46,Grin3a,AD_specific
Strbp,Ogdh,WT_specific
Zmat4,Cand2,WT_specific
Robo2,Reep3,AD_specific
Myo5a,Il2ra,WT_specific
Nav3,Eepd1,WT_specific
Neto1,Cyp4x1,Shared
Tmed5,Cdkl2,WT_specific
LOC115488470,Gm7972,WT_specific
Xpnpep2,Fbxl17,AD_specific
Lrrc74b,Gm31332,AD_specific
Zfp369,Gm6650,AD_specific
Tmem106c,E2f5,WT_specific
Rp2,Pcnx4,WT_specific
Dram2,Cyp20a1,WT_specific
Washc1,Intu,WT_specific
Cert1,Aqp3,AD_specific
Pwwp2a,Colec12,Shared
Mef2c,D17H6S53E,Shared
Lcmt2,Gmeb2,AD_specific
Zbtb25,Slc3a2,Shared
Ppp2r3a,Ldlr,WT_specific
Xiap,Pik3c2a,AD_specific
Klhl41,Gm51691,AD_specific
Slc10a7,Krr1,AD_specific
Supt7l,Ankrd55,AD_specific
Pxmp4,1810020O05Rik,WT_specific
Gm46345,Asap2,WT_specific
Zfp771,Pla2g4e,WT_specific
Ly6g5b,Gabra6,AD_specific
Gm52217,Ermard,AD_specific
Zfp839,Gmeb1,AD_specific
Efna5,Cdyl2,WT_specific
Rbm12b2,Haus8,WT_specific
Gm14308,Ankrd10,AD_specific
Gm17149,Dtwd2,AD_specific
Zfp932,Rbp7,WT_specific
Tnfrsf10b,Mysm1,WT_specific
Cycs,4930447C04Rik,AD_specific
Med1,Cdan1,WT_specific
Srrm3,Hspa4l,WT_specific
Dok6,Cck,WT_specific
Rftn2,Hes7,AD_specific
Psg16,Dmtf1,Shared
Zbtb25,Wnt4,WT_specific
Ppp2r2b,Lrrtm4,Shared
Tuba1b,Opcml,WT_specific
Pdk4,Cnnm2,WT_specific
Ttll9,Scarf2,AD_specific
Cnnm2,Ccnl1,AD_specific
Taf1d,Rspry1,AD_specific
Mdm1,Dcun1d5,Shared
Zzz3,Otog,WT_specific
Tcf12,Ctsc,WT_specific
Plp1,Myoz3,Shared
Def8,Adam33,AD_specific
Slamf8,B4galnt3,AD_specific
Slc35a1,Ap1s3,WT_specific
Slc4a1ap,Hint3,AD_specific
Kif27,Ctcf,AD_specific
Hdgfl2,Gas2l3,WT_specific
Zc3h12b,Scube1,AD_specific
Cwf19l2,Adamts7,WT_specific
Zfp462,Fbxl16,WT_specific
Slc35e2,Pde4c,WT_specific
Zfp937,Plscr3,Shared
Sv2c,LOC115488470,AD_specific
Strbp,Brinp2,WT_specific
Tuba8,Cacna1e,AD_specific
Gm9257,Gm38538,Shared
Stard3nl,Cops7a,AD_specific
Syt11,Gm38702,AD_specific
Fars2,Cdc42bpb,WT_specific
Lrrc7,Cap1,Shared
Maco1,4930579G24Rik,AD_specific
Zfp458,Tmem241,AD_specific
Vwa5b1,Kirrel3,AD_specific
Utp11,Dlc1,WT_specific
Kcnma1,Inhba,WT_specific
Dph5,4833439L19Rik,WT_specific
Pfas,Armc9,AD_specific
Gad2,Foxn2,WT_specific
Klhl33,Atrn,WT_specific
Zfp9,Tfeb,AD_specific
Szrd1,Ctcfl,AD_specific
Ntrk3,Grik2,WT_specific
Gjc3,Adat1,WT_specific
Zfp771,Sod2,AD_specific
Mef2c,Lrrtm4,Shared
Strbp,Numb,WT_specific
Prr5l,Gcm1,AD_specific
Atrn,0610030E20Rik,Shared
Stard7,Camsap1,WT_specific
Zfp182,Lrrc4c,AD_specific
Zfp930,Zdhhc2,AD_specific
Zc3h12b,Khdrbs2,AD_specific
LOC118568297,Fmo1,AD_specific
Spred2,Pus7,AD_specific
Utp23,Hddc3,WT_specific
Mib1,Cat,WT_specific
Ikbip,Gnl3l,WT_specific
Snap23,Ctcfl,AD_specific
LOC118568299,LOC118568297,Shared
Dgkh,Cyp20a1,WT_specific
Zgrf1,H2-DMa,AD_specific
Rabgap1l,Lpp,WT_specific
Slitrk4,LOC118568645,AD_specific
Pag1,Mettl6,WT_specific
Senp7,Rapgef2,Shared
Ubtf,Lrrc4c,WT_specific
Phactr1,Gabra2,WT_specific
Tfap2d,Ank2,WT_specific
Rgs7bp,Atad2b,AD_specific
Kif24,Chst3,AD_specific
Ston2,Csf3r,AD_specific
Nr2e1,Dbt,WT_specific
Trim12c,Atp1a2,WT_specific
Marchf1,Cntn1,Shared
Oxtr,Fbxw28,WT_specific
Syt14,Epas1,WT_specific
4930453N24Rik,4930444P10Rik,WT_specific
Sp100,Kcnd2,AD_specific
Nup153,Aptx,WT_specific
Tmem69,Hint3,WT_specific
Usp3,Trappc9,AD_specific
Gpn1,Chd9,AD_specific
Itgb1bp2,Gramd1b,Shared
Tlr7,Rbm12b2,WT_specific
Jmjd4,Cradd,WT_specific
Zfp950,Hdac8,AD_specific
Zfp442,Fgf9,AD_specific
Tcp11l1,Hdac4,WT_specific
Gm3667,Gm3411,Shared
Tbxas1,Rusc2,AD_specific
Iffo2,Gramd4,WT_specific
Psg16,Gm33989,WT_specific
Mcc,Gimd1,Shared
LOC118567871,Bola1,WT_specific
Gsap,Acnat2,WT_specific
Psma4,Kalrn,AD_specific
Tacc2,Dpagt1,WT_specific
Scarb2,Lrrc8e,AD_specific
Usp29,Cdc42bpb,AD_specific
Pi15,Celf2,Shared
Glrx2,Akr1e1,AD_specific
Dtwd2,Bmerb1,WT_specific
Zfp398,Ap4s1,AD_specific
Nkap,Mdga1,WT_specific
Tafa3,LOC118567992,WT_specific
Nkain2,Drd4,WT_specific
Scarf2,Cxxc4,AD_specific
Trp53i11,Mettl8,WT_specific
Thnsl1,Gm33989,WT_specific
Snapc3,Klf17,AD_specific
Rgs6,Khdrbs2,WT_specific
Zfp790,Abcc9,AD_specific
Plag1,Dtwd2,WT_specific
Gm20939,Gas2l3,WT_specific
Dennd2c,Chst15,WT_specific
Zbtb20,Cbl,Shared
Gipc3,Dynll1,WT_specific
Ifi203,Csmd3,AD_specific
Omp,Dennd6b,AD_specific
Tmem203,Gmpr2,AD_specific
Trmt10a,Rhoa,WT_specific
Sox6,Crip3,Shared
LOC118567664,Akap13,WT_specific
Sv2c,Dusp22,WT_specific
Slc49a4,Nwd2,WT_specific
Nipsnap1,Lzts2,WT_specific
Gm46294,Ank1,WT_specific
Utp11,Gm16867,AD_specific
N4bp2,Crip3,WT_specific
Ascc1,Acbd6,WT_specific
Zfp458,Ap4s1,AD_specific
Nek7,Mrpl46,WT_specific
Sys1,Nfkb2,AD_specific
Morn1,Bicral,WT_specific
Washc4,St3gal2,Shared
Hspb11,Gm5431,AD_specific
Zc3h12b,Rapgef4,AD_specific
Rpn2,Ap3b1,WT_specific
Sfi1,Arhgef28,WT_specific
Maco1,Adat1,AD_specific
Ttc28,Fmn2,WT_specific
Sirt4,Cdc26,WT_specific
Zfp697,Mcmdc2,Shared
Kif3a,Itgb1bp2,WT_specific
Tcp11l1,Grk4,Shared
Snapc3,4930486L24Rik,AD_specific
Spata13,C87436,Shared
Hexim2,Chd9,AD_specific
Zfp488,Nhsl2,Shared
Soat2,Nbn,WT_specific
Ppp2r2b,Dhdh,WT_specific
Mgat3,Erlec1,Shared
Zfp433,Gm4767,AD_specific
Zfp937,Slc35a1,WT_specific
Ppp2r2b,Acad9,AD_specific
Zfp521,Npas3,WT_specific
Plcl1,Mindy3,WT_specific
E030030I06Rik,Cd300ld5,WT_specific
Clasp2,Aqp6,WT_specific
Opcml,Fmn2,AD_specific
Cenpc1,Apex2,Shared
Hexdc,Arl15,Shared
Klrg2,Fam169b,Shared
Rapgef4,Gm52241,WT_specific
Rimbp2,Rcc1l,WT_specific
LOC115489981,Gm17768,Shared
Slc8a1,Lzts2,WT_specific
Zfp771,Optn,WT_specific
Tnfrsf10b,Mef2c,AD_specific
Tal1,Igsf10,WT_specific
Gm14393,Fnip2,AD_specific
Tbck,Gm38702,AD_specific
Samt2,Gpr35,AD_specific
Strbp,Pigr,AD_specific
Clasp1,Atrn,AD_specific
Tbc1d30,Mbd5,WT_specific
Vmn1r2,Rint1,AD_specific
Negr1,Acad9,WT_specific
Rexo5,Gm38702,AD_specific
Trhr,Adat1,AD_specific
Ckap5,9930021J03Rik,AD_specific
Idnk,Gpr157,WT_specific
Gm9044,Dcdc2c,WT_specific
Otx1,Dnm3,WT_specific
Unc45b,Spaca3,WT_specific
Tal2,Astn1,Shared
Wdr31,Nrros,Shared
Mfsd4a,Dusp22,Shared
Wdr59,Synj2bp,WT_specific
Rnf144a,Dnal1,WT_specific
Nrp2,BC034090,Shared
Zfp937,Cenpq,AD_specific
Mau2,Gm32234,WT_specific
Rapgef2,Dgki,Shared
Myo5a,Brinp2,WT_specific
Dynlt1a,Ccdc148,AD_specific
Mfsd4b5,Bloc1s3,AD_specific
Nrp1,Apex2,WT_specific
Rp2,B230307C23Rik,AD_specific
Zfp950,Zfp697,WT_specific
Lonrf2,Grin3a,WT_specific
Zfp689,Hnrnpd,WT_specific
Eepd1,Arhgap39,WT_specific
Rab30,Bnip1,WT_specific
Syt11,Otud7b,AD_specific
Coq3,Ankrd55,AD_specific
Gm46022,Gm40460,WT_specific
Sv2c,0610030E20Rik,AD_specific
Lrrtm4,Aplf,WT_specific
Slc38a11,Lmbrd1,AD_specific
Pramel7,LOC115488470,WT_specific
Odc1,E2f3,AD_specific
Mpp7,Man2a2,WT_specific
Ppp4r1,Kansl1l,AD_specific
Tafa3,Katnal2,Shared
Cdkl2,Aqp7,WT_specific
Thsd1,Itga4,Shared
Hip1,Gabra6,WT_specific
Senp7,Evi5,Shared
Hspa8,Gm4791,WT_specific
Gm3739,Gm3636,Shared
Trmt13,Rprd2,WT_specific
Ngf,4931406B18Rik,WT_specific
Zfp939,Fcamr,Shared
Zc3h12b,Dtwd2,WT_specific
Fan1,Cxxc4,AD_specific
Zfp874b,Zfp442,AD_specific
Nipal4,Gpr174,WT_specific
Mllt10,Dnajc1,Shared
Tulp2,Klhl35,AD_specific
Gm9222,Cradd,WT_specific
Syt11,Myo10,AD_specific
Zfp706,Gm5459,WT_specific
Ddr1,Ccdc167,AD_specific
Lix1,Apobec3,AD_specific
Timmdc1,Pde7b,WT_specific
Rspry1,Nfkb2,WT_specific
Gm51591,Fmo5,WT_specific
Pik3c2b,Gabra6,WT_specific
Nfib,Clasp1,WT_specific
Tbata,Fry,WT_specific
Ermard,Aifm2,AD_specific
Zfyve9,Zfp385b,AD_specific
Uevld,Frs2,WT_specific
Ptgfrn,Cd84,WT_specific
Naca,Grip1,WT_specific
Tmco1,Gm19410,AD_specific
Gm52229,Gfod2,WT_specific
Rab8b,Lmo3,WT_specific
Dicer1,Aipl1,WT_specific
Tnfrsf10b,Cenpc1,Shared
Lzic,Gabrr2,AD_specific
Zkscan7,Abcd2,WT_specific
Tafa1,Plppr4,WT_specific
Prkag3,Gm31606,WT_specific
Arih2,4930430F08Rik,Shared
Sema6d,Lzic,Shared
Gm973,Gm14326,AD_specific
Gm5784,Cwf19l2,Shared
Zfp111,Nrp2,AD_specific
Pik3c2a,Impg2,AD_specific
Tex47,Celf2,Shared
Syt14,Rnf150,AD_specific
Vmn1r148,Vmn1r127,WT_specific
Fbxl17,Chd9,Shared
Tmtc3,Fbxw26,WT_specific
Zfp939,Srl,Shared
Zfp697,Gm33532,WT_specific
Gm2897,4933428G20Rik,WT_specific
Tmco1,Osbpl10,Shared
Lrrc63,Kcnip4,AD_specific
Rapgef4,Cpsf2,WT_specific
Cfap99,AW554918,WT_specific
Tmppe,Pax9,WT_specific
Ldhd,Chmp3,AD_specific
Stk33,Echdc1,WT_specific
Tpmt,Npy1r,WT_specific
Phactr1,Me3,WT_specific
Zfp964,Pax9,AD_specific
Zyg11b,4930467E23Rik,AD_specific
Rad1,Brinp3,AD_specific
Olfr1336,Ccdc152,WT_specific
Art5,2210408I21Rik,WT_specific
LOC115488789,Dlg1,AD_specific
Dlg1,Camk4,Shared
Cercam,Ccdc18,AD_specific
Gcm1,Dgkh,WT_specific
E2f3,2210408I21Rik,WT_specific
Slc7a2,Slc37a1,WT_specific
Slc29a1,Nav2,WT_specific
Hapln1,Asb8,WT_specific
Slc22a13,Cdk17,WT_specific
Stox2,Etnk1,AD_specific
Zfp11,Harbi1,AD_specific
Klhl41,Dennd6a,AD_specific
Zfp948,Ankrd55,WT_specific
Tenm2,Kif27,WT_specific
Psmb11,Gm16867,Shared
Polm,Gm36375,WT_specific
Mfsd4a,Car5b,WT_specific
Ppm1k,Bicral,AD_specific
Slc52a2,Arhgap28,AD_specific
Zfp488,Unc5a,AD_specific
Gm51591,Gm31606,WT_specific
Zfp111,Xpnpep2,AD_specific
Pou2f1,Cenpc1,Shared
Mettl6,Cd1d1,WT_specific
Zfp369,LOC118568255,Shared
Nsl1,Mrps10,AD_specific
Tshz3,Slfn9,WT_specific
Slc25a40,Chrnb4,WT_specific
Dlg2,Ank2,WT_specific
Eif2ak2,Celf2,Shared
Spata13,Mfsd14a,AD_specific
Nhsl1,2210418O10Rik,WT_specific
Ptgfrn,H2-Q6,Shared
Gsdme,Gmip,WT_specific
Sorcs2,Crem,WT_specific
Snx12,Pgm5,WT_specific
Ggcx,Crebl2,WT_specific
Rft1,N4bp1,AD_specific
Szt2,Marchf1,WT_specific
Gpatch2,Clec4a2,WT_specific
Gm46650,Dnaaf4,AD_specific
