Gene1,Gene2,Label
Nfia,Gm29776,Shared
Tyms,Apex2,Shared
Slc7a14,Cracr2a,WT_specific
St3gal2,Gm41607,AD_specific
Lrrc7,Cplane1,WT_specific
Zswim5,Tmem17,AD_specific
Larp1b,Ctcfl,WT_specific
Tdrd3,Pbld1,WT_specific
Tnks2,BC034090,Shared
Slfn5,LOC108167553,AD_specific
Phf24,Mucl3,AD_specific
Zfp408,Strbp,AD_specific
Lmbr1,Fbxl17,AD_specific
Smim5,Pfkfb4,AD_specific
Wdcp,Rapgef2,WT_specific
Mier2,Ints7,WT_specific
Zfp873,Ehbp1,WT_specific
Trappc9,Tox3,Shared
Zfp939,Onecut3,WT_specific
Katnal2,Gm52229,Shared
Trim58,Nipsnap1,WT_specific
Smok2b,Map3k3,WT_specific
Tmppe,Rfx4,WT_specific
Foxj3,Cryzl2,Shared
Plscr3,Mterf1b,Shared
Tecpr1,Bhlha15,WT_specific
Nacc2,Grip1,WT_specific
Rhox8,Dlgap2,AD_specific
Trappc9,Alkbh8,WT_specific
Nphp4,Folh1,AD_specific
Synj2bp,Dyrk1b,WT_specific
Ssbp2,Arhgap39,AD_specific
Opcml,Efna5,AD_specific
Gcdh,Cyp4f17,WT_specific
Cdkl2,Ap2m1,AD_specific
Ston2,Neu3,WT_specific
Slc29a2,Iqcc,WT_specific
Zfp202,Akap7,WT_specific
Txnl4a,Nckap5,WT_specific
Htt,Cacna1e,WT_specific
Rab33b,Msantd2,AD_specific
Snx12,Pth2r,AD_specific
Rab2a,Psma3,WT_specific
Slc25a38,Gpr174,AD_specific
Maml2,Dlc1,WT_specific
Mdm2,Arhgef37,AD_specific
Rttn,Cep170,WT_specific
Gm5934,Gm10147,Shared
Tc2n,Smad2,WT_specific
Spast,Ap4s1,WT_specific
Marchf1,Dna2,WT_specific
Trip4,Lrrc31,AD_specific
Zfp462,Egfem1,WT_specific
Tasor,Scn2b,WT_specific
Dtx3l,Azin1,AD_specific
Zfp668,Prr14,WT_specific
Zc3h12b,Nup50,AD_specific
Zfp747,Cxcl15,WT_specific
Gm10408,4930579G24Rik,AD_specific
St8sia1,Fam169b,WT_specific
Gtdc1,Atpsckmt,WT_specific
Cep170,Atp7a,WT_specific
Slc3a2,Sirt5,WT_specific
Slc17a8,Il1rapl2,WT_specific
Nfkb2,Hlcs,WT_specific
Chl1,Atf7ip,WT_specific
Zfp846,Ermard,AD_specific
Igsf3,Crb1,WT_specific
Snx24,Prnp,Shared
Msantd2,Cdkl1,AD_specific
Psors1c2,Acot2,WT_specific
Pigr,Fmn2,WT_specific
Kcnip4,Itga4,Shared
Ssbp2,Nbea,AD_specific
Kansl1l,Ap1s3,WT_specific
Cacna1e,Arhgef7,WT_specific
Kcnd2,Fbxo33,WT_specific
Pacs2,Mzf1,AD_specific
Slc8b1,Atad2,AD_specific
Msantd2,Gdpgp1,WT_specific
Gm52817,Ank2,WT_specific
Slc25a53,Lrrc4c,WT_specific
Rasgrp3,Nek4,WT_specific
Arhgef37,1810030O07Rik,WT_specific
Vps13c,Cbl,Shared
Grk4,Cep170,Shared
Zfp687,Nap1l4,AD_specific
Rtbdn,Ggact,WT_specific
Rabgap1l,Atrn,Shared
Tmem63c,Nasp,AD_specific
Thumpd2,Gprin3,AD_specific
Zfp729a,Flywch1,AD_specific
Tmem245,Smg6,WT_specific
Pcnx4,Gm3739,Shared
Gm3264,Gm2956,Shared
Thegl,Hdac8,WT_specific
Terf2ip,Adamts2,WT_specific
Tbc1d23,Cmah,WT_specific
Kirrel3,Clstn2,WT_specific
Rufy3,Hacd2,AD_specific
Igsf9b,Atxn1,WT_specific
Map2k6,Gm7972,WT_specific
Pirt,Gm31606,WT_specific
Slc17a8,Ank1,WT_specific
Clpb,Auh,AD_specific
Hexdc,Ces2f,AD_specific
Zfp839,Kcng3,AD_specific
Kirrel3,Gm15104,WT_specific
Glrx2,Drg1,AD_specific
Zkscan2,LOC115489981,Shared
Maoa,Cers4,AD_specific
Csnk1e,Chst15,WT_specific
Relb,Hfe,AD_specific
Sgk3,Mrps36,AD_specific
Spaca3,Akap13,AD_specific
Nrg2,Cxcl15,WT_specific
Sowahb,Mxra7,WT_specific
Zfp111,Rnasel,AD_specific
Pdcd4,Mrpl27,WT_specific
Slc35a1,Lrrtm4,WT_specific
Slc27a1,Epha10,AD_specific
Mpv17l,H2-Q4,AD_specific
Chd9,Celf2,Shared
LOC115489417,Dhx15,Shared
Zfp407,Slc38a11,WT_specific
Trip4,Ldlrad4,WT_specific
Trmt13,Csf2ra,Shared
Impg2,Gpatch2,AD_specific
Rexo5,Pmvk,AD_specific
Gm9222,AW554918,WT_specific
Timm17b,9930021J03Rik,AD_specific
Tmem106c,Gm10277,AD_specific
Pag1,Kcnab2,WT_specific
Gm31606,Cast,WT_specific
Tigar,Rnasel,AD_specific
Zfp513,Gas7,WT_specific
Igsf10,Ccdc18,WT_specific
Syt11,Cog7,AD_specific
Clcn3,9830107B12Rik,WT_specific
Synj2bp,Myo1e,AD_specific
Pag1,Eif2s3y,AD_specific
Zfp462,Hspa12a,WT_specific
Stxbp2,Lrrtm4,AD_specific
Snx29,Myoz3,Shared
Pik3c2b,F10,AD_specific
Tmem19,Mbd4,Shared
Hoxd11,Cplx2,WT_specific
Snx29,Plekhb2,AD_specific
Zfp113,Mier3,AD_specific
Trappc9,Chmp3,WT_specific
Tstd3,N4bp2,WT_specific
Mrpl14,Aldh1l2,WT_specific
Zfp57,Wdr34,AD_specific
Sergef,Acot4,AD_specific
Rnft2,Ccdc148,AD_specific
Filip1,Cnnm2,WT_specific
Uevld,Paqr3,WT_specific
Kank2,Ahdc1,WT_specific
Ms4a4a,Iqsec3,AD_specific
Tcp11l1,Ldhb,AD_specific
Wnt4,Tmem35a,WT_specific
Tlcd5,Nav3,AD_specific
Tbc1d8b,N4bp2,WT_specific
Vps33b,Glra2,WT_specific
St6galnac3,Adal,Shared
Tbc1d23,Ipp,Shared
Mbd4,Gid8,WT_specific
Tnfrsf10b,Grk4,AD_specific
Ttc38,Kif24,WT_specific
Prr14,Efcc1,WT_specific
Ptprb,Kcnk9,WT_specific
LOC118567814,Amer1,AD_specific
Slitrk6,Dhrs3,AD_specific
LOC118568662,C2cd2,Shared
Washc4,Rimklb,WT_specific
Elob,Atp1a2,AD_specific
Zfp991,Rufy3,WT_specific
Zfp583,Dcaf17,AD_specific
Sp110,Gm5977,WT_specific
Ttc26,Tagln3,WT_specific
Zfp248,Nipal4,WT_specific
Nvl,D6Ertd527e,Shared
Nfia,Gpr174,Shared
Tmem245,Emsy,WT_specific
Nipsnap1,Ncapd2,AD_specific
Pwwp2a,Kcnq5,AD_specific
Zfp37,Dgki,Shared
Il2ra,E2f3,WT_specific
Smyd3,Mapk10,WT_specific
Trim36,St14,WT_specific
Vti1a,Cradd,AD_specific
Gm3739,Gm3500,AD_specific
Gm2977,Gm17124,Shared
Scfd2,Gm52817,WT_specific
Lrrc71,Gpc6,WT_specific
Zfp53,Zfp111,Shared
Fgf10,Adat1,WT_specific
Spopl,Intu,Shared
Pcsk5,Cnnm2,AD_specific
Marchf1,Adgrg2,AD_specific
Prr14,Bloc1s2,AD_specific
Hmgcll1,Camk4,AD_specific
Tmco1,Ppargc1a,AD_specific
Zfp607b,Spats1,WT_specific
Nfib,Frmd3,WT_specific
Col1a1,C1ql2,WT_specific
Ypel1,Gm33989,AD_specific
Rttn,Acad9,Shared
St8sia1,Nvl,Shared
Mcc,Ifnar1,WT_specific
Gm4841,Ccdc43,WT_specific
Ptprz1,Nav2,WT_specific
Itgb1bp2,Ddx27,AD_specific
Zfp850,Zfp13,WT_specific
Zbtb25,Nkx2-1,AD_specific
Tmem19,LOC115488470,Shared
Zfp697,Zfp260,WT_specific
Mlph,Ctcfl,WT_specific
Zfp607b,Wdcp,WT_specific
Intu,Clec16a,Shared
Ralgapa2,Casc1,Shared
Knl1,Homez,WT_specific
Zfp85,Paxbp1,WT_specific
Ldhd,Eef1a2,AD_specific
Mthfsl,Mterf1b,WT_specific
Tuba8,Gfra2,WT_specific
Zfp558,Gm9049,AD_specific
Rbm25,Lrrc61,WT_specific
Sppl2a,Pag1,WT_specific
Tmem245,Bnip5,Shared
Stxbp6,Hdac9,AD_specific
Pde4b,Ino80,WT_specific
Trim27,Fxn,WT_specific
Mef2c,Cyp3a13,Shared
Crx,Brip1,Shared
Zfp948,Lrrc58,AD_specific
Haus2,Bpnt1,AD_specific
Zkscan2,Tnfrsf14,Shared
Wnk3,Fars2,AD_specific
Suds3,Anxa4,WT_specific
Tcf12,Srek1,WT_specific
Tll1,Mtx3,WT_specific
Rapgef4,Map3k6,AD_specific
Sim1,Nrp2,AD_specific
Ppfia2,Bmerb1,AD_specific
Neto1,Ctbp2,AD_specific
Rad51b,Gm4841,AD_specific
Zfp93,Anapc10,AD_specific
Gm7347,Gm10220,Shared
Ripor2,Pik3c2a,AD_specific
Olfr390,Olfr20,AD_specific
Vmn2r1,Aktip,WT_specific
Slc25a40,Dcun1d4,WT_specific
Khdrbs2,Arih2,Shared
Tdrd3,Syt11,AD_specific
Pde10a,Hdac8,Shared
Tmem45b,Kcnh7,Shared
Uty,Nwd2,WT_specific
LOC118568255,Gm52229,WT_specific
Hipk2,Adamts7,WT_specific
Plk3,Htr4,WT_specific
Usp4,Naca,Shared
Nkx2-1,Gm52229,Shared
Ttn,Ankrd55,WT_specific
Grk4,Chd9,Shared
Popdc3,Gm31606,WT_specific
Zcchc9,Cenpc1,WT_specific
Uck1,Ak3,AD_specific
Stk3,Paxip1,AD_specific
Slc35f1,Nav3,AD_specific
Rnf169,Iws1,WT_specific
Unc5b,Adam19,WT_specific
Ubap1l,Gmpr2,Shared
Ppp4r1,AB010352,WT_specific
Tacr1,Gcnt1,AD_specific
Lrrc2,Gmpr2,AD_specific
Prdm2,Celf6,WT_specific
Tmem106c,2210408I21Rik,WT_specific
Scn2a,Runx1t1,WT_specific
Polb,Cntnap5c,WT_specific
Mindy2,Mgat3,AD_specific
Snx29,Dcaf17,WT_specific
Pde10a,5730455P16Rik,WT_specific
Rngtt,Brip1,Shared
Zfp462,Hmmr,Shared
Gsap,Cdc26,WT_specific
Kcna4,Cyp4x1,WT_specific
Zfp771,Gtdc1,AD_specific
Ubr5,Ap1s3,WT_specific
Rspry1,Gstz1,AD_specific
Htr1d,Helb,AD_specific
Marchf1,Gm52229,Shared
Gabra2,Camk4,AD_specific
Rimklb,Anxa9,WT_specific
Syt11,Golm2,AD_specific
Serpinb9f,Pde10a,AD_specific
Wdr20,Pigv,WT_specific
LOC118567505,Gpatch8,AD_specific
Best3,Aktip,WT_specific
LOC118568593,Cdh19,Shared
Paqr7,H2-T23,WT_specific
Zfp462,Katnal1,AD_specific
Mzt1,Mvb12b,WT_specific
Nav2,Il17ra,WT_specific
Slx1b,Luc7l2,WT_specific
Syn3,Galc,Shared
Tbx5,Slc32a1,WT_specific
Wdcp,Mfsd4a,WT_specific
Trpm3,Alx4,AD_specific
Tmem245,Mgat3,WT_specific
Rtbdn,Cd22,WT_specific
Tshz3,Gmfb,AD_specific
Kansl1l,Chmp3,AD_specific
Zfp111,Clec16a,Shared
Zfp442,Pex5l,AD_specific
Wdr33,Rimklb,AD_specific
Med16,Baalc,AD_specific
Hivep2,Gabrg1,Shared
Zbtb44,Mest,WT_specific
Urod,Gm5977,WT_specific
Zfp846,Prxl2c,AD_specific
Ppm1h,Mertk,AD_specific
Ntrk3,Gm51591,WT_specific
Synj2bp,Gm21119,WT_specific
Rnmt,C2cd5,WT_specific
Zfp420,LOC115488470,AD_specific
Pafah2,Gm3512,AD_specific
Zfp202,Lrrc8e,AD_specific
Ypel1,Nktr,AD_specific
Zfp994,Sec24a,AD_specific
Tfcp2,Slc38a11,AD_specific
Wasf3,Acap2,AD_specific
Etv1,B3gat2,WT_specific
Psg16,Cert1,Shared
Tnks2,Lzts2,WT_specific
Spc24,Nol10,AD_specific
Gm17149,Cflar,WT_specific
Rab11b,Cnnm2,WT_specific
Ggcx,Fam169b,Shared
Fam169a,Cflar,AD_specific
Tedc1,Gcdh,AD_specific
Nktr,Gtpbp3,Shared
Stxbp4,Lefty2,AD_specific
Gxylt2,Akap10,WT_specific
Tlr5,Kcnq2,WT_specific
Pafah2,Mtss2,WT_specific
Grip1,Ddr2,AD_specific
Sp100,Maml2,AD_specific
Slc2a12,Efcab5,WT_specific
Lrrc4c,Hmgcll1,WT_specific
Map4,Il5ra,AD_specific
Hdac4,Cxcr2,Shared
Tmed5,Nmrk1,AD_specific
St3gal5,Neurod2,WT_specific
Pik3c3,Inpp1,WT_specific
Kcnj16,Csrnp3,WT_specific
Irak1,Frmd7,WT_specific
Tox3,Hs3st2,AD_specific
Kcnd2,Ermard,WT_specific
Hddc3,Cntnap2,Shared
Fam172a,Ctla2a,Shared
Mcc,Cnnm2,Shared
Nsd3,Atxn1,WT_specific
Ppp4r1,Fat2,WT_specific
Tfg,Phex,Shared
Pak6,Morn1,Shared
Slc32a1,Hmgcll1,Shared
LOC118567871,Fam205a4,WT_specific
Zfp605,Milr1,WT_specific
Khdrbs2,Fuca1,AD_specific
Rnf125,Npy1r,WT_specific
Dpp4,Csmd3,AD_specific
Ralyl,Fam155a,AD_specific
Slc16a10,Dgki,WT_specific
Tmem245,Mertk,Shared
Thnsl1,Aplf,WT_specific
Zfp457,Lnx1,AD_specific
Mtx3,Kcnh7,WT_specific
Mcm9,Ints13,WT_specific
Pld5,Gm5784,AD_specific
Kirrel,2210408I21Rik,Shared
Taf1a,Lrrc74b,WT_specific
Lrrc69,Lnx1,Shared
Rubcn,Disc1,WT_specific
LOC118568593,E2f3,Shared
Zbtb25,Chchd3,WT_specific
Pou2f2,Dscaml1,AD_specific
Wnt4,Arfgef1,AD_specific
Dnajb14,Bicral,AD_specific
St6galnac3,Cyp4x1,Shared
Nav2,Ankle1,WT_specific
Msantd2,Cdk13,WT_specific
Nfkb2,Lrrc14b,AD_specific
Clec4a2,Ccdc15,WT_specific
Zup1,Fut8,WT_specific
Krr1,Exosc7,AD_specific
Scn2b,Gxylt2,AD_specific
Pigq,Dmtf1,AD_specific
Tyr,Eif4g2,AD_specific
Mertk,Arl15,Shared
Rapgef2,Hectd2,WT_specific
St8sia4,Gm52229,WT_specific
Hspa12a,Cck,AD_specific
Nars2,Ap1s3,WT_specific
Zfp641,Cd274,WT_specific
Tnrc18,Pcdh17,WT_specific
Slc3a2,Epha10,AD_specific
P4ha3,Fam155a,WT_specific
Vgll4,Klhl32,WT_specific
Slc35a1,Nav3,Shared
Vamp4,Ctcfl,Shared
Ms4a6c,Chd1l,AD_specific
Fastkd1,Ank3,AD_specific
Gmeb1,Gm20939,WT_specific
Rnf214,Ino80,AD_specific
Unc13b,3830406C13Rik,Shared
Usp17la,Med16,AD_specific
P2ry4,Myo10,WT_specific
Prr30,Polm,AD_specific
Rttn,Ms4a12,WT_specific
Pon3,Ankrd7,WT_specific
Fxyd1,Arhgap15,WT_specific
Zfp819,Siglecf,WT_specific
Mysm1,Klhl38,AD_specific
Cntnap5c,Adam33,WT_specific
Stau2,Abhd6,Shared
Tmod4,Rbm12b2,AD_specific
Pwwp2a,Plppr5,WT_specific
Copa,2210408I21Rik,AD_specific
Lrrc7,Gcdh,AD_specific
Vamp4,Maco1,WT_specific
Tmem240,Ssu72,WT_specific
Grik5,Gm38702,WT_specific
Zbbx,Hdac8,WT_specific
Unc45b,Syne1,AD_specific
Snx27,Ncam1,WT_specific
Tcf4,Pkd2,WT_specific
Nos1,Nfix,AD_specific
Ppp2r2b,Fxn,AD_specific
Cpox,Ccdc15,Shared
Tnfrsf14,Nvl,WT_specific
Gm20379,Abcd4,WT_specific
Lmln,App,WT_specific
Plscr3,Ms4a12,AD_specific
Zfp941,Med16,Shared
Ntrk3,Epas1,WT_specific
Myt1,Larp1b,AD_specific
Wdfy2,Lgr6,WT_specific
Wwox,Ctcfl,WT_specific
Zfp369,Tmed5,AD_specific
Zfp839,Cxxc4,WT_specific
Usp3,Gm52429,WT_specific
Prlr,Cyp4x1,WT_specific
Vps13c,Trpm7,WT_specific
Tmem220,Gm32719,AD_specific
Nsl1,Kctd14,AD_specific
Thumpd2,Dlg2,AD_specific
Il10rb,Ccl20,WT_specific
Tshz3,Mylk4,Shared
Ino80,Gcdh,Shared
Lingo2,Hsd3b3,WT_specific
Slc29a4,Cox7b,WT_specific
Tmem8b,D830030K20Rik,WT_specific
Tmod1,Prpf19,AD_specific
Pwwp2a,Pex5l,Shared
Zbtb21,Exoc6b,Shared
Serpinb9h,Pde10a,AD_specific
Pde4d,Otud7a,Shared
Septin11,Sec31a,WT_specific
Marchf1,Btnl10,WT_specific
Ldb2,Lcp2,WT_specific
Paqr3,Kirrel,Shared
Stxbp4,Pygo1,WT_specific
Nfasc,Ms4a12,AD_specific
Tyms,Ifi213,AD_specific
Bmp8b,Astn1,AD_specific
Trmt13,Cnnm2,Shared
Larp4b,Ikbip,AD_specific
Gm38699,5730507C01Rik,AD_specific
Sobp,Phactr2,AD_specific
Tmem106c,Fut8,WT_specific
E2f3,Asap2,Shared
Tnpo3,Gfod2,WT_specific
Klk14,Ank3,AD_specific
Zbtb21,Clasp1,Shared
Rad51b,Hells,AD_specific
Tmprss7,Ano3,AD_specific
Spred2,Bri3bp,WT_specific
Ppp2r2b,Itgb1bp2,Shared
Zkscan2,Akap7,WT_specific
Tmem19,Dmtn,AD_specific
Epha5,Cntnap2,Shared
Rarb,Dvl3,WT_specific
Zdhhc21,Dlgap4,Shared
Tent2,Cbx3,AD_specific
Zfp773,Psg16,Shared
Mtrf1,Duxbl1,Shared
Pcdhga3,Katnal2,WT_specific
Wdr46,Rsad2,WT_specific
Tmem241,Ksr1,WT_specific
Osbpl8,Lmbrd1,WT_specific
Pdcd4,Ndst1,WT_specific
Zscan26,Slc35e2,AD_specific
Pigr,Cenpc1,WT_specific
Stx1b,Rab30,WT_specific
Ifnar1,Gsap,AD_specific
Zbtb1,Nfia,Shared
Zfp950,Stxbp4,WT_specific
Stk10,Ank2,WT_specific
Lmo3,4933428G20Rik,WT_specific
Zic4,Runx3,WT_specific
Gphn,Def8,AD_specific
Ppm1h,Ldhd,Shared
Sp100,Hoxc9,AD_specific
Gmfb,Flywch1,AD_specific
Slc3a2,2610044O15Rik8,AD_specific
Nkx2-1,Dchs1,AD_specific
Tex38,Gm29975,WT_specific
Tmem69,Rp2,AD_specific
Mbd4,Gcdh,WT_specific
Slc7a6,Slc25a51,WT_specific
Spred2,Slc9b2,AD_specific
Fscn3,9930021J03Rik,WT_specific
Gabrg1,Ank2,AD_specific
Olfr251,Olfr25,AD_specific
St8sia3,Cdh12,WT_specific
Zfp948,Hspa4l,WT_specific
Btbd9,Anxa9,WT_specific
Zfp873,Rab2a,AD_specific
Zfp668,Ccdc78,WT_specific
Unc13b,Aktip,AD_specific
Pag1,Gm10015,Shared
Myoz3,Aqp7,AD_specific
Rab11fip2,Phactr1,WT_specific
Snx12,Gcdh,WT_specific
Zc3h7b,Syt11,AD_specific
Eaf2,Dmtf1,AD_specific
Rint1,Cdkl1,WT_specific
Phkg1,Mlph,WT_specific
Il1f9,Adamts19,Shared
Ttc26,Lonp2,WT_specific
Wipf2,Ttc5,WT_specific
Runx2,Grik2,AD_specific
Zdhhc20,Mta3,WT_specific
Xrn1,9930111J21Rik1,WT_specific
Tex14,Letmd1,WT_specific
Tmem45b,Adgre1,AD_specific
Rbpj,Cxcr2,AD_specific
Nfkb2,Ly6m,WT_specific
Slc28a3,Dmtn,AD_specific
Stxbp4,Phka2,Shared
Wdr92,Dlgap4,AD_specific
Lrrc61,Fcamr,WT_specific
Ppp2r2b,Mertk,Shared
Tbrg4,Slc38a11,WT_specific
Slc22a26,Arhgef37,AD_specific
Ceacam3,Aasdh,WT_specific
Zdhhc21,Nhsl2,Shared
Nhsl1,LOC100862202,AD_specific
Pcdh9,Ifi214,WT_specific
Ccdc60,Aasdh,WT_specific
Grip1,Celf4,WT_specific
Morn1,Kcnmb1,AD_specific
Tafa1,Htr4,WT_specific
Prr5,Alkbh8,WT_specific
Etv1,Cxxc4,WT_specific
Tmem106c,Nfia,AD_specific
Zfp442,Gm10408,AD_specific
Vgf,Mvb12b,WT_specific
Zfp939,Pced1b,Shared
Gm13547,Ap4b1,AD_specific
Wdr20,Ddr1,AD_specific
St6galnac3,Hbb-bh2,WT_specific
Mmd2,Col26a1,Shared
Gm3239,D830030K20Rik,Shared
Tmem82,Lix1,AD_specific
Tpmt,Dynlt1a,WT_specific
Nvl,Adarb2,WT_specific
Zbtb21,Cyrib,WT_specific
Ripor2,Azin1,WT_specific
Shprh,Ankrd42,WT_specific
Grin3a,Gm52229,Shared
Colq,Cntnap1,AD_specific
Ttf1,Armc7,Shared
Ccdc43,4930430F08Rik,AD_specific
Zfp248,Pde4d,WT_specific
Ppcdc,Klhl7,WT_specific
Snrnp35,Luc7l2,WT_specific
Pcdh17,Casc1,WT_specific
Smg6,Lrrc7,Shared
Lcmt2,Gmpr2,WT_specific
Tanc2,Ncapd2,AD_specific
Lrrc7,Htr1d,Shared
Zfp839,Sptbn1,WT_specific
Ubap2l,Ror1,WT_specific
Terf2ip,Slc25a38,AD_specific
St8sia1,C2cd2,WT_specific
BC034090,Arl15,WT_specific
Npas3,Mmp14,AD_specific
Mad1l1,Fgf13,Shared
Sv2c,Bmp7,WT_specific
Gm32234,Dna2,WT_specific
Vipr2,Plekhg3,WT_specific
Nip7,Dclre1c,WT_specific
Opcml,Egflam,AD_specific
Strbp,Gmpr2,AD_specific
Gm38702,Gm10476,Shared
Mbnl3,Cdh7,WT_specific
Prrx1,Kcnj2,WT_specific
Vmn1r65,Gm51594,WT_specific
Grik2,Gm52817,AD_specific
Wdcp,Gosr2,AD_specific
Zbtb25,Proca1,AD_specific
Slc12a8,Cryzl2,AD_specific
Meis2,Ednrb,Shared
Rabgap1l,Plcl1,AD_specific
Kansl1l,Adam33,WT_specific
Fbxl17,Ank2,Shared
Numb,Egflam,AD_specific
Zfp236,Mlph,AD_specific
LOC118568632,LOC118568304,WT_specific
Tnfsf15,Rdh13,WT_specific
Kcnd2,Cracr2a,AD_specific
Iqsec3,Cacna2d4,WT_specific
Slc22a16,Dzip1,AD_specific
Bckdk,Armc9,WT_specific
Zfp697,Lrrc7,Shared
Tlcd5,Cacng7,WT_specific
Gm36182,B4galt6,AD_specific
Pmvk,Casc1,AD_specific
Spdef,Kirrel3,WT_specific
Zbtb37,Tmem45b,WT_specific
Pxmp4,Gm28729,WT_specific
Tigar,Gm52800,WT_specific
Zfp799,Dram2,AD_specific
Gm31255,Bfsp2,AD_specific
Zfp987,Zfp984,WT_specific
Prpf4,Ndufaf6,AD_specific
Zup1,Slfn9,WT_specific
Thap12,Alox8,WT_specific
Morn1,Csmd3,AD_specific
Ube4a,Plxdc1,AD_specific
Tenm2,Nr2e1,WT_specific
Ppp1r9a,Acap2,Shared
Tpgs2,Eepd1,WT_specific
Shisa6,Hsd3b3,WT_specific
Zfp385b,Pde4d,AD_specific
Wdr34,Itsn1,AD_specific
Sspn,9930021J03Rik,WT_specific
Plp1,Kazn,AD_specific
Spire1,Mrpl14,WT_specific
Sox6,Fgf14,WT_specific
Tprkb,Myl4,AD_specific
Wdfy3,Ppp4r1,WT_specific
Catspere1,A530064D06Rik,AD_specific
Tcp11l1,Nbea,AD_specific
Slc66a1,Nedd4l,WT_specific
Gramd4,Fan1,WT_specific
Nwd2,Grk4,Shared
Tuba1b,Cep85l,AD_specific
Prkce,Pdk4,WT_specific
Vps13c,Gmfb,AD_specific
Thada,Msantd2,WT_specific
Sp100,Rora,AD_specific
Strbp,Pard3b,AD_specific
Zfp939,5730409E04Rik,AD_specific
Stag1,Rtl1,WT_specific
Ttf1,Strbp,Shared
Rpusd1,Letmd1,WT_specific
Igsf10,Egflam,WT_specific
Tmem74b,App,WT_specific
Rbm12b2,Micu3,AD_specific
Gm20760,Cdv3-ps,Shared
Tmem63c,Olfr54,WT_specific
Gm38702,5730507C01Rik,Shared
Zfp433,Adra1a,AD_specific
Gm38699,Btbd19,WT_specific
Ssbp2,Gramd1b,Shared
Snu13,9930021J03Rik,AD_specific
Unc5a,Dynlt1a,Shared
Stk3,Gm41607,WT_specific
Reps2,Cacna1e,WT_specific
Tenm3,Cyp4x1,Shared
Nsl1,Abcd4,AD_specific
Runx3,Lhfpl4,WT_specific
Zfp790,Neurl3,AD_specific
Wdcp,Lrrc20,AD_specific
Plcb1,Lrrc7,WT_specific
Caln1,Atxn3,AD_specific
Osbpl6,Fgf11,AD_specific
Stx11,Prlhr,WT_specific
Scn2b,Mrpl14,WT_specific
Aig1,2210418O10Rik,AD_specific
Mafg,Gpr157,AD_specific
Tmod3,Ppp2r2b,AD_specific
Pwwp2a,Ehbp1,WT_specific
Mtss2,Igsf11,WT_specific
Gm4841,Ankrd33b,AD_specific
Rpn2,Mcl1,AD_specific
Trim12c,Myoz3,AD_specific
Tmem161b,Cdkl2,WT_specific
Zfp488,Ddx3x,AD_specific
Gpr174,Ascc1,AD_specific
Katnal2,Hcrtr1,Shared
Pik3c2b,Chl1,AD_specific
Phf24,Cdh7,WT_specific
Ppm1k,Aqp7,WT_specific
Rad51c,Gm33989,WT_specific
Vps33b,Plcl1,AD_specific
Ceacam14,Ceacam13,WT_specific
Dnm3,Cdkl1,WT_specific
Uevld,Srbd1,AD_specific
Stox2,Meis2,AD_specific
Nos1,Hecw1,WT_specific
Zmat4,Gstz1,AD_specific
LOC118568416,LOC118567664,WT_specific
Syn3,Akap6,WT_specific
Ptgfrn,Mthfsl,Shared
St8sia4,Lefty2,AD_specific
Ints2,Gga1,AD_specific
Zfp984,Nup50,AD_specific
Zfp300,Gabra2,AD_specific
Plp1,Mmp14,AD_specific
Neu3,Ifnar1,AD_specific
Sfi1,Nkx2-1,AD_specific
Tfap2d,Mplkip,WT_specific
Trim36,Grip1,AD_specific
Zfp931,Gm2004,WT_specific
Tmem19,Fbxo36,AD_specific
Gmeb1,Dlec1,AD_specific
Them6,Pdik1l,AD_specific
Rbpj,Idnk,AD_specific
Casc1,BC034090,AD_specific
Zfp235,Stk3,AD_specific
Mcm9,Hddc3,AD_specific
Slc4a1ap,Kcnh7,Shared
Exoc6b,Brinp2,AD_specific
Ms4a12,Gm10015,Shared
Gm3636,Cyp4x1,WT_specific
Cntn5,Clec16a,WT_specific
Tenm2,Klhl33,WT_specific
Paqr3,Ifnar2,WT_specific
Ints7,Cenpq,WT_specific
Me2,Kcnj16,WT_specific
Ldha,H2-T23,AD_specific
Uqcc1,Csrnp3,WT_specific
Tfg,Sox6,WT_specific
LOC118568020,Btbd9,WT_specific
Tfap2d,Dlg2,AD_specific
Pde10a,Acer1,AD_specific
Stau2,St8sia1,WT_specific
Stat1,Chd9,WT_specific
Slc7a6,Clip1,AD_specific
Pax1,Fzd4,WT_specific
Tbkbp1,Pde6a,WT_specific
Btbd35f7,Btbd35f14,WT_specific
Ogdh,Comt,AD_specific
Ncor1,Myl4,AD_specific
Mbl1,Haus1,WT_specific
Med16,Klhl33,AD_specific
Mnd1,Kcnh6,WT_specific
Plscr3,Dlgap4,Shared
Sv2c,Gabra6,WT_specific
Rcbtb1,Dcun1d4,WT_specific
Vmn1r148,Vmn1r121,WT_specific
Zkscan2,Alpk1,AD_specific
Stpg1,Gapvd1,AD_specific
Tfeb,Gen1,WT_specific
Klra5,Grip1,AD_specific
Myt1,Mau2,WT_specific
H2-Q9,Gm8909,Shared
Tafa2,Arhgef37,Shared
Asxl3,Ankle1,WT_specific
Nvl,Ank3,Shared
Slc22a26,Cacna1e,AD_specific
Gm3411,Gm3317,WT_specific
Pou2f1,Itgb5,AD_specific
Syt14,Cytip,WT_specific
