Gene1,Gene2,In_OWT,In_AD,read count_WT,read count_AD,Label
Zswim5,Crip3,1,1,13,9,Shared
Nrp2,Grin2b,1,1,0,2,AD_specific
Gm9222,Gm10479,1,1,0,1,AD_specific
Zbtb20,Dlc1,1,1,1,0,WT_specific
Mfsd4a,4930447C04Rik,1,1,1,1,Shared
Zkscan2,Ccdc18,1,1,9,7,Shared
Lmbrd1,Abhd6,1,1,1,0,WT_specific
Ak4,Abhd6,1,1,12,0,WT_specific
Sema6d,Pde4d,1,1,1,0,WT_specific
Zfp790,Ankfy1,1,1,0,1,AD_specific
St8sia4,Fgf14,1,1,51,76,Shared
Slc35d1,Hdac4,1,1,2,2,Shared
Fgf14,Cyp2j13,1,1,3,0,WT_specific
Gm14326,Erbb4,1,1,37,16,Shared
Zfp939,Ifi203,1,1,1,0,WT_specific
Kcnh7,Cyp4x1,1,1,23,19,Shared
Pex5l,Gimd1,1,1,3,1,Shared
Spin1,Ctcfl,1,1,0,2,AD_specific
Stox2,Meis2,1,1,0,1,AD_specific
Zfp583,Pbld1,1,1,0,11,AD_specific
Zfp970,Dzip1,1,1,4,0,WT_specific
Pggt1b,Fars2,1,1,1,0,WT_specific
Kalrn,Fam172a,1,1,0,105,AD_specific
Mier2,Lrrc7,1,1,1,0,WT_specific
Rhbdl2,Nlrp1b,1,1,1,0,WT_specific
Psg16,Dnah7b,1,1,122,70,Shared
Ly6g6c,Hnrnpf,1,0,1,0,WT_specific
Dlg1,Armc9,1,1,1,0,WT_specific
Usp3,Tasor,1,1,1,0,WT_specific
Tmem91,Chmp3,1,1,0,1,AD_specific
Ripor1,Hinfp,1,1,1,0,WT_specific
Ppcdc,B230307C23Rik,1,1,117,195,Shared
Mterf1b,Hint3,1,1,0,3,AD_specific
Nfia,Fmn2,1,1,1,3,Shared
Wdr31,LOC118568308,1,1,3,9,Shared
Zfand4,Mkln1,1,1,1,0,WT_specific
Rnft2,Dnah7b,1,1,0,2,AD_specific
LOC115488470,Gpr161,1,0,1,0,WT_specific
Dedd,Ankle1,1,1,1,0,WT_specific
Rexo5,Cntnap5c,1,1,6,0,WT_specific
Marchf1,Larp4b,1,1,10,19,Shared
Gm46345,Etv1,1,1,3,0,WT_specific
Cdk7,Arih2,1,1,2,1,Shared
Lrrc7,Adal,1,1,40,0,WT_specific
Ttll9,D430041D05Rik,1,1,1,0,WT_specific
Washc1,Aig1,1,1,0,1,AD_specific
Slc38a11,Kif24,1,1,0,1,AD_specific
Zfp14,Fars2,1,1,1,0,WT_specific
Stoml3,Nos1,1,1,4,0,WT_specific
LOC118568593,Galc,1,1,0,12,AD_specific
Pdik1l,Dnpep,1,1,0,2,AD_specific
Samd8,Ank1,1,1,0,1,AD_specific
Tyms,Nkain3,1,1,27,17,Shared
Tuba1b,Chst3,1,1,1,0,WT_specific
Tnfrsf14,Atrn,1,1,2,0,WT_specific
Tmem91,Kctd5,0,1,0,3,AD_specific
Plxdc2,Eepd1,1,1,0,4,AD_specific
Trim9,Cyp3a13,1,1,64,144,Shared
Smco1,Cycs,1,1,1,1,Shared
Sec22c,Gm52229,1,1,1,4,Shared
Spink10,Kirrel,1,1,0,2,AD_specific
Spopl,Arih2,1,1,2,4,Shared
Nr6a1,Cdh19,1,1,1,0,WT_specific
Tsnaxip1,Proca1,1,1,6,0,WT_specific
Ddx59,3300002I08Rik,0,1,0,1,AD_specific
Sirt5,Ctcfl,1,1,1,0,WT_specific
Tlcd5,Ap1s3,1,1,0,1,AD_specific
Tmem106c,Gcm1,1,1,2,0,WT_specific
Syn3,Acnat2,1,1,4,0,WT_specific
Gucy2g,Ap1ar,1,0,1,0,WT_specific
Tmem106c,0610030E20Rik,1,1,0,2,AD_specific
Rbm28,Galc,1,1,1,1,Shared
Tmem19,Gm33153,1,1,1,0,WT_specific
Synj2,Erlec1,1,1,0,1,AD_specific
Sec31a,Mettl2,1,1,7,0,WT_specific
Zc3h12b,Tpgs2,1,1,0,1,AD_specific
Tanc2,Sdf4,1,1,0,1,AD_specific
Nbea,Ak4,1,1,82,94,Shared
Ppp1r14c,Pde7a,1,1,1,0,WT_specific
Zc3h12b,Esyt2,1,1,1,0,WT_specific
S100a7a,Gm28729,1,1,1,0,WT_specific
Synj2bp,Nars2,1,1,16,0,WT_specific
Zfp687,Nif3l1,1,1,1,0,WT_specific
Rttn,Dzip1,1,1,1,0,WT_specific
Setd7,Rgs20,1,0,1,0,WT_specific
Klhdc10,1700094D03Rik,0,1,0,2,AD_specific
Slc25a30,Fnbp1,1,0,1,0,WT_specific
Psg23,Cyp3a13,1,1,1,0,WT_specific
Zfp607b,Snupn,1,1,0,12,AD_specific
Pgap2,Msantd2,1,1,0,5,AD_specific
Pigg,Fbxl17,1,1,1,0,WT_specific
Slc25a40,LOC118568783,1,1,538,779,Shared
Sox6,Med16,1,1,0,6,AD_specific
Tpx2,Ppp1r14c,1,1,0,2,AD_specific
Rab11fip2,Fan1,1,1,1,0,WT_specific
Tnfrsf14,Bend3,1,1,0,2,AD_specific
Kirrel3,Alx4,1,1,1,0,WT_specific
Kansl1l,Efcc1,1,1,1,0,WT_specific
Kat6b,Bicral,1,1,1,0,WT_specific
Phf24,Lrrtm1,1,1,0,1,AD_specific
Mef2c,Hspb11,1,1,7,8,Shared
Chd9,Cd200r2,1,1,4,0,WT_specific
Rbms3,Adat1,1,1,1,0,WT_specific
Mau2,Lix1,1,1,0,1,AD_specific
Zfp407,Nfkb2,1,1,5,0,WT_specific
Slc3a2,Drg1,1,1,0,1,AD_specific
Robo2,Hpca,1,1,1,0,WT_specific
Dhx37,Ap4s1,1,1,1,0,WT_specific
Rbak,Msantd2,1,1,0,2,AD_specific
Srl,Gria1,1,1,0,1,AD_specific
Stox2,Dyrk1b,1,1,2,6,Shared
Mrgpra9,Mrgpra3,0,1,0,3,AD_specific
Prr11,Nfyc,1,1,1,0,WT_specific
Gm46294,Cxcr2,1,1,2,0,WT_specific
Pip4k2b,Eapp,1,1,0,3,AD_specific
LOC118568662,Grin3a,1,1,0,2,AD_specific
Tmco1,Fam160b2,1,1,8,18,Shared
Wdfy3,Clca3a1,1,1,0,1,AD_specific
Eapp,Dcun1d4,1,1,0,1,AD_specific
Tll1,Lrrtm4,1,1,1,0,WT_specific
Casc1,Adat1,1,1,18,2,Shared
Rusc2,Negr1,1,1,5,0,WT_specific
Slc29a4,Mcc,1,1,0,1,AD_specific
Celf2,Cdh7,1,1,10,0,WT_specific
Marchf5,Dclre1c,1,1,0,3,AD_specific
Zfyve9,Ctbp2,1,1,0,1,AD_specific
Nfat5,Cybrd1,1,1,2,0,WT_specific
Naaladl1,4930447C04Rik,1,1,0,1,AD_specific
Tgs1,Slc26a1,1,0,1,0,WT_specific
Zfyve28,Ttc9b,1,1,1,0,WT_specific
Rab7,Adat1,1,1,0,1,AD_specific
Pard3b,AB124611,1,1,1,0,WT_specific
Opcml,Cbl,1,1,1,2,Shared
Ppil3,9330159F19Rik,1,1,1,0,WT_specific
Tmem69,Atad2b,1,1,1,0,WT_specific
Zfp939,Scarf2,1,1,0,2,AD_specific
Hdac4,4933428G20Rik,1,1,1,0,WT_specific
Tnfrsf14,Hspb11,1,1,7,0,WT_specific
Tenm2,Gm51591,1,1,1,1,Shared
Wdr33,Lztr1,1,1,0,1,AD_specific
Paox,Npr3,1,1,5,0,WT_specific
Pramel37,LOC108168684,1,0,1,0,WT_specific
Zfand4,Ino80,1,1,1,0,WT_specific
Tert,Pdxk,1,0,1,0,WT_specific
Kcnd2,Cbl,1,1,10,0,WT_specific
Irak1,Bicral,1,1,1,0,WT_specific
Gm31606,Abcb1a,1,1,1,0,WT_specific
Wdfy1,Nfat5,1,1,0,2,AD_specific
Zfp950,Pigm,1,1,0,1,AD_specific
Robo2,Ppfia2,1,1,5,62,Shared
Thnsl1,Nuak1,1,1,0,6,AD_specific
Ift46,Adi1,1,1,0,1,AD_specific
Prkcg,Baalc,1,0,1,0,WT_specific
Slc9b2,Il5ra,1,1,0,4,AD_specific
Slc32a1,Kctd16,1,1,0,3,AD_specific
Usp44,Slitrk3,1,1,0,1,AD_specific
Gm2977,Alk,1,0,1,0,WT_specific
Zdhhc20,Dlg1,1,1,1,0,WT_specific
Gm9222,Gm5784,1,1,15,19,Shared
Tox3,Rimbp2,1,1,1,0,WT_specific
Zfp369,Itgb1bp2,1,1,0,47,AD_specific
Nrros,Jarid2,1,1,1,0,WT_specific
Slc22a17,Dlg2,1,1,1,0,WT_specific
Sp100,D830030K20Rik,1,1,0,1,AD_specific
Msantd2,Dynlt1a,1,1,12,0,WT_specific
Zfp369,Gjc3,1,1,11,0,WT_specific
Zfp790,Lsm6,1,1,0,2,AD_specific
Gm19410,Casc1,1,1,0,1,AD_specific
Rnf150,Fyn,1,1,1,1,Shared
Ropn1,Filip1l,1,1,0,1,AD_specific
Zfp846,Gpatch11,1,1,0,3,AD_specific
Kif21a,Dhrs7b,1,1,1,0,WT_specific
Trim12c,Ntrk3,1,1,0,5,AD_specific
Ptprn2,Khdrbs2,1,1,1,0,WT_specific
Olfr976,Gin1,1,1,21,13,Shared
Rbm12b1,Nbn,1,1,0,1,AD_specific
Lonrf2,Kcnq5,1,1,0,1,AD_specific
LOC115488283,Gm2897,1,1,0,3,AD_specific
Xpo7,Ifnar1,1,1,1,5,Shared
Parp2,Anxa9,1,1,0,1,AD_specific
Pik3c3,Npas3,1,1,5,3,Shared
Syt11,Nfat5,1,1,0,1,AD_specific
Slc43a2,Hspa12a,1,1,0,1,AD_specific
Myoz3,Bco1,1,1,5,8,Shared
Pot1b,Gm2956,1,1,1,15,Shared
Phf14,Eef1a2,1,1,0,1,AD_specific
Pon3,Nipal3,1,1,0,4,AD_specific
Wdcp,Gm4275,1,1,0,7,AD_specific
Tbck,Il11,1,0,1,0,WT_specific
Fam161b,3300002I08Rik,1,1,1,0,WT_specific
Rhbdl3,Cnot4,1,0,2,0,WT_specific
Dph5,Atad2b,1,1,0,1,AD_specific
Tmem30c,Naca,1,1,0,2,AD_specific
Nav2,Kif3a,1,0,1,0,WT_specific
Gm40847,Gm38702,1,1,3,4,Shared
Zyg11b,Uros,1,1,1,0,WT_specific
Plscr3,Apex2,1,1,24,14,Shared
Mcc,Gimd1,1,1,3,1,Shared
Pde10a,Hs3st2,1,1,3,0,WT_specific
Tyms,Fbxo48,1,1,131,114,Shared
Zfp536,Gfod2,1,1,4,0,WT_specific
LOC118567551,Gm7827,1,1,1,10,Shared
Harbi1,Crem,1,1,0,1,AD_specific
Srd5a3,Abhd12b,1,1,1,2,Shared
Gm2897,Gm10406,1,1,1,0,WT_specific
Fan1,App,1,1,0,1,AD_specific
Gphn,Def8,1,1,0,1,AD_specific
Prkx,Csf2rb2,1,1,1,0,WT_specific
Syn3,Pakap,1,0,1,0,WT_specific
Trappc9,Tox3,1,1,4,9,Shared
Syt11,Otud7b,1,1,0,1,AD_specific
Usp17la,Mplkip,1,1,0,1,AD_specific
Tprkb,Mfsd4a,1,1,4,12,Shared
Socs4,Magt1,1,1,0,1,AD_specific
Nrf1,Galntl6,1,1,1,0,WT_specific
Ptgfrn,Acvr1b,0,1,0,1,AD_specific
Gm4724,Gm4631,1,1,1,4,Shared
Tnik,Kcnc1,1,0,1,0,WT_specific
Slitrk3,Cer1,1,1,1,0,WT_specific
Hus1,Gm17768,1,1,1,0,WT_specific
Lrp5,Anxa4,1,1,0,1,AD_specific
Otof,Lrp1b,1,0,1,0,WT_specific
Tox3,Btbd9,1,1,1,0,WT_specific
Nhsl2,Mrpl39,1,1,63,107,Shared
LOC118568634,LOC118568306,1,1,10,7,Shared
Zfp318,D130037M23Rik,1,1,1,0,WT_specific
Rexo5,Gm10224,1,1,17,3,Shared
Stxbp6,Nrp2,1,1,1,1,Shared
Plxdc2,D6Ertd527e,1,1,0,10,AD_specific
Mlph,Gcm1,1,1,0,3,AD_specific
Utp25,Rufy3,1,1,0,3,AD_specific
Nip7,Dmtn,1,1,0,1,AD_specific
Rimbp2,Gabpb2,1,1,1,0,WT_specific
Rpsa,9930021J03Rik,1,1,0,2,AD_specific
Gm14295,Galc,1,1,3,1,Shared
Tmem74b,Rab11fip2,1,1,1,1,Shared
Osbpl8,Nfkb2,1,1,1,0,WT_specific
Smco1,Neb,1,1,0,2,AD_specific
Ndufaf6,Cbll1,1,1,0,1,AD_specific
Tmem245,Tmem106c,1,1,0,8,AD_specific
Gpi1,Gp6,1,0,1,0,WT_specific
Xrcc3,Ube2v2,1,1,1,0,WT_specific
Zbtb21,Cyrib,1,1,1,0,WT_specific
Phactr2,4930519G04Rik,1,1,0,1,AD_specific
Pou3f4,Bcl2,1,0,3,0,WT_specific
Plcb4,Morn1,1,1,1,0,WT_specific
Kirrel3,Clec16a,1,1,84,212,Shared
Cops7a,Adap2,1,1,0,1,AD_specific
Kcnd2,Frmd4a,1,1,0,4,AD_specific
Slc6a2,N4bp2l2,1,1,0,1,AD_specific
Zfp839,Rnf169,1,1,0,3,AD_specific
Lrrtm4,Lmbrd1,1,1,1,0,WT_specific
Zscan2,Nasp,1,1,1,0,WT_specific
Gm38523,Chd9,1,1,0,1,AD_specific
Megf11,Kcna2,1,1,1,0,WT_specific
Mterf1b,LOC115489417,1,1,279,271,Shared
Cd274,Cacng4,1,1,2,3,Shared
Kcng3,Apaf1,1,0,1,0,WT_specific
Vps33b,Tcf4,1,1,1,0,WT_specific
Mad1l1,Chn2,1,1,1,0,WT_specific
Slc25a42,Kctd16,1,1,9,3,Shared
Mrpl27,Lrrc34,1,1,0,1,AD_specific
Rnft2,Cd22,1,1,30,5,Shared
Rbpj,Cxcr2,1,1,0,20,AD_specific
Ppfia2,Gm38702,1,1,0,1,AD_specific
Txnl4a,Nbn,1,1,1,0,WT_specific
Cacna1e,Ankle1,1,1,1,13,Shared
Steap2,Calcrl,1,1,1,0,WT_specific
Me3,Cpne8,1,1,0,1,AD_specific
Slc4a1ap,3300002I08Rik,1,1,6,0,WT_specific
Zfp641,Gpr174,1,0,1,0,WT_specific
Ccr4,Ank3,1,1,0,9,AD_specific
Slc1a6,Pde5a,1,1,1,0,WT_specific
Trim36,Gtpbp3,1,1,0,5,AD_specific
Nudt7,Ebf1,1,0,3,0,WT_specific
Rpl10l,Dusp7,1,1,0,1,AD_specific
Hk2,Cdh6,1,0,1,0,WT_specific
Kcna4,Gm5431,1,1,0,3,AD_specific
Il31ra,Gabra2,1,1,4,0,WT_specific
Rpn2,Rmi2,1,1,1,0,WT_specific
Rere,Gm42372,1,1,0,1,AD_specific
Tead1,Dkk1,1,1,1,0,WT_specific
Myo5a,Maoa,1,1,0,15,AD_specific
Ptchd4,Epb41l4a,1,1,4,0,WT_specific
Tbc1d24,Ap4s1,1,1,1,0,WT_specific
Gm14326,Cyp2j13,1,1,24,25,Shared
Ppm1h,AW554918,1,1,0,5,AD_specific
Ncl,Endov,1,1,1,0,WT_specific
Pax1,LOC118568593,1,1,2,34,Shared
Slc17a8,Mrpl27,1,1,1,0,WT_specific
Gm52229,Adal,1,1,43,85,Shared
Synrg,Snupn,1,1,0,1,AD_specific
Nhsl2,E2f3,1,1,24,27,Shared
Zfp780b,Rpl15,1,1,8,0,WT_specific
Stag1,Gm10015,1,1,3,0,WT_specific
Pabpc1l,Efr3b,1,1,0,7,AD_specific
Pygo1,Grik3,1,1,0,1,AD_specific
Haus1,Adat1,1,1,0,1,AD_specific
Pirt,Cntnap5c,1,1,8,0,WT_specific
Zfp950,Ubr5,1,1,4,0,WT_specific
Relb,Mertk,1,1,0,1,AD_specific
Slc7a6,Prr14,1,1,0,1,AD_specific
Gm17768,Chadl,1,1,79,42,Shared
Ndufaf6,Ctcfl,1,1,1,0,WT_specific
Pxmp4,Dlg1,1,1,0,1,AD_specific
Sgpp2,Camk4,1,1,0,1,AD_specific
Rftn2,Camk2a,1,1,1,0,WT_specific
Sv2c,Htr4,1,1,11,0,WT_specific
Pafah2,Fam160b2,1,1,0,1,AD_specific
LOC118568241,Gm9222,1,1,1,1,Shared
Snx12,Pigq,1,1,2,0,WT_specific
Ptgfrn,Nptn,0,1,0,1,AD_specific
Plag1,5730507C01Rik,1,1,1,0,WT_specific
D430041D05Rik,App,1,1,0,1,AD_specific
Sim1,Mfsd4b5,1,1,1,0,WT_specific
Pigl,Gm51691,1,1,0,1,AD_specific
Mrpl27,Dnm3,1,1,1,1,Shared
Marchf5,Dlgap4,1,1,0,1,AD_specific
Rab7b,Kif24,1,1,1,0,WT_specific
Wnt4,Cnnm2,1,1,0,4,AD_specific
Spopl,Ccdc82,1,1,106,188,Shared
Paox,Gm41607,1,1,66,57,Shared
Copa,Ccdc15,0,1,0,1,AD_specific
Gm52229,Fcrlb,1,1,1,0,WT_specific
Nipsnap1,Gmpr2,1,1,0,4,AD_specific
Tshz3,Camk4,1,1,0,2,AD_specific
Ttc23l,Tmem45b,1,1,0,2,AD_specific
Gm21119,Dixdc1,1,1,44,0,WT_specific
Trappc9,Fnip2,1,1,23,17,Shared
Malt1,Dmtf1,1,1,0,1,AD_specific
Zc3hav1,Carf,1,1,4,0,WT_specific
Podn,Alkbh1,1,0,1,0,WT_specific
Ppm1h,Gpr35,1,1,6,3,Shared
Pcnt,Mfsd4a,0,1,0,1,AD_specific
Cyp20a1,Ank2,1,1,0,11,AD_specific
Mfsd4a,Cntn2,1,1,1,0,WT_specific
Psg29,Ears2,1,1,1,0,WT_specific
Vwa5b1,Lcp2,1,1,1,0,WT_specific
Rfxank,Rad1,1,1,0,1,AD_specific
E430018J23Rik,Clec2h,1,1,0,1,AD_specific
Slc7a13,Lpl,1,0,1,0,WT_specific
Pwwp2a,Haus8,1,1,3,0,WT_specific
Slc16a14,Nav3,1,1,0,1,AD_specific
Gm12185,Gm10015,1,1,10,0,WT_specific
Htr4,Abi3,1,1,0,5,AD_specific
Ppm1h,Kif24,1,1,1,0,WT_specific
Ppm1h,Fnip2,1,1,6,0,WT_specific
She,Col1a1,1,0,1,0,WT_specific
Pth2r,Gm10408,1,1,0,5,AD_specific
Uprt,Gramd1b,1,1,6,7,Shared
Samd12,Ciita,1,0,1,0,WT_specific
Otud7a,Appl2,1,1,1,0,WT_specific
Tuba1b,Mafg,1,1,0,1,AD_specific
Wdr33,Rimklb,1,1,0,2,AD_specific
Slc22a16,Map3k11,1,1,0,1,AD_specific
Shank2,Gramd4,1,0,1,0,WT_specific
Mta3,Jmjd1c,1,1,1,0,WT_specific
Adat1,Abcc9,1,1,0,1,AD_specific
Zfp940,Med17,1,1,0,1,AD_specific
Zfp879,Kcnq5,1,1,2,0,WT_specific
Spopl,Fam124a,1,1,1,0,WT_specific
Zfp260,Tuba1b,1,1,0,7,AD_specific
Wdr34,Cd300a,0,1,0,1,AD_specific
Tcp11l1,Hmgcll1,1,1,10,13,Shared
Gm46294,Ank1,1,1,1,0,WT_specific
Nasp,Mfsd11,1,1,0,1,AD_specific
Zfp617,Grip1,1,1,1,0,WT_specific
Trerf1,Sh2d1a,1,1,1,0,WT_specific
Nkain3,Lrp1b,1,1,3,0,WT_specific
Zbtb21,Fgf13,1,1,1,0,WT_specific
Plcb1,Il2ra,1,1,1,1,Shared
Tmem230,Tmem19,1,0,1,0,WT_specific
Ptpn12,Lix1,1,1,0,1,AD_specific
Gm38523,Bsn,1,1,0,1,AD_specific
Xpo4,Chchd3,1,1,0,7,AD_specific
Polb,Fbxo32,1,1,0,2,AD_specific
Skint4,Grip1,1,1,33,0,WT_specific
Tspan5,Dcaf1,1,1,0,1,AD_specific
Ptprn2,Cenpc1,1,1,2,0,WT_specific
Trim12a,Bbs12,1,1,0,1,AD_specific
Bsn,BC024139,1,1,1,0,WT_specific
St3gal4,Foxp1,1,1,1,0,WT_specific
Epha6,Epha5,1,1,0,10,AD_specific
Paox,Cyp4x1,1,1,79,132,Shared
Tpgs2,Gm13420,1,1,6,3,Shared
Zc3h7b,Mga,1,1,3,0,WT_specific
Polb,Foxj3,1,1,0,2,AD_specific
Spata13,Pex5l,1,1,1,0,WT_specific
Nkain3,Gm17768,1,1,6,0,WT_specific
Gm3488,Gm3373,1,1,1,0,WT_specific
Rufy3,Dmtn,1,1,1,0,WT_specific
Zbtb25,4833439L19Rik,1,1,1,0,WT_specific
Zfp516,Ak4,1,1,1,0,WT_specific
Zfyve28,Foxj3,1,1,9,1,Shared
Rmi2,Cyp4x1,1,1,1,0,WT_specific
Wnt5b,Ubap1,1,0,1,0,WT_specific
Paox,Hdac8,1,1,201,323,Shared
Washc1,4930430F08Rik,1,1,1,1,Shared
Gm3512,Gm2244,0,1,0,3,AD_specific
Minar1,Dennd1b,1,1,0,1,AD_specific
Zfp933,Ldhb,1,1,0,1,AD_specific
Csmd3,Asb13,1,1,1,0,WT_specific
Cenpc1,Adtrp,1,1,0,2,AD_specific
Nyap2,AU018091,1,0,1,0,WT_specific
Stk3,Ms4a6c,1,1,2,0,WT_specific
Haus8,Atpsckmt,1,1,2,0,WT_specific
Trmt13,Cntnap2,1,1,3,0,WT_specific
Gm33532,Dnm3,1,1,3,5,Shared
Zkscan2,Anks1b,1,1,2,0,WT_specific
Snx12,Otud7b,1,1,1,0,WT_specific
Polb,9930021J03Rik,1,1,0,3,AD_specific
Xiap,Anapc5,1,1,1,0,WT_specific
Deaf1,Cacna1e,1,1,0,2,AD_specific
Tapbpl,Rimklb,1,1,0,2,AD_specific
Gm5431,Ccdc15,1,1,0,2,AD_specific
Hexdc,Chst3,1,1,1,0,WT_specific
Tmem220,Nav3,1,1,3,2,Shared
Trmt13,Golm2,1,1,0,16,AD_specific
Xpnpep1,Trpc6,1,1,3,2,Shared
Rapgef4,1810020O05Rik,1,1,0,1,AD_specific
Psmb11,Nme4,1,0,1,0,WT_specific
Tshz3,Hmgcll1,1,1,0,1,AD_specific
Timm17b,St3gal4,1,1,0,6,AD_specific
Lrp8,Def8,1,1,1,0,WT_specific
Prdm2,5730409E04Rik,1,1,1,0,WT_specific
Zfp462,Mga,1,1,1,0,WT_specific
Zeb1,LOC115489417,1,1,254,317,Shared
Oas3,Kirrel3,1,1,0,5,AD_specific
Olfr976,Abhd12b,1,1,1,0,WT_specific
Sfmbt2,Pms1,1,0,1,0,WT_specific
Kcng3,4933428G20Rik,1,1,1,0,WT_specific
Mzt1,Gm32234,1,1,0,1,AD_specific
Gm32966,Gm2956,1,1,10,4,Shared
Wdr73,Plekhg3,1,0,1,0,WT_specific
Zfyve9,E2f1,1,1,0,1,AD_specific
Opcml,Marchf1,1,1,0,15,AD_specific
Tlr7,Snx30,1,1,3,0,WT_specific
LOC118568662,C2cd2,1,1,1,1,Shared
LOC118568783,Efcab8,1,1,7,0,WT_specific
Gm7972,Blvra,1,1,0,1,AD_specific
Prr14,Iqsec1,1,1,0,2,AD_specific
LOC118568299,Il1f9,1,1,0,4,AD_specific
Nufip2,Csrnp3,1,1,1,0,WT_specific
Npas3,Gm17768,1,1,12,0,WT_specific
Sppl2a,Neu3,1,1,0,1,AD_specific
Gm50595,Efcab14,1,0,1,0,WT_specific
Nmrk2,Fam76b,1,1,1,0,WT_specific
Mindy3,Clasp1,1,1,0,4,AD_specific
Cxxc4,Agbl3,1,1,1,0,WT_specific
Slc35f3,Nav2,1,1,1,0,WT_specific
Susd1,Arhgap26,1,1,1,0,WT_specific
Gm3696,Gm3636,1,1,2,0,WT_specific
Sik1,L1cam,1,0,1,0,WT_specific
Nrp2,Gpatch2,1,1,1,2,Shared
Tcea3,Rtbdn,0,1,0,3,AD_specific
Tmem63c,Rimklb,1,1,0,1,AD_specific
Zfyve9,Glod5,1,1,0,1,AD_specific
Gm7697,BC034090,1,1,1,0,WT_specific
Zbtb20,Ppp4r1,1,1,1,0,WT_specific
Phf24,LOC118568482,1,1,1,0,WT_specific
Gm8290,Gm41607,1,1,0,2,AD_specific
Set,Rab2a,1,1,1,0,WT_specific
Nlrp1b,Hdac9,1,1,1,0,WT_specific
Mbd4,LOC115488671,1,1,1,0,WT_specific
Gm36375,Ak4,1,1,1,0,WT_specific
Tcf4,Ctif,1,1,2,0,WT_specific
Mrap2,Alkbh5,1,1,10,0,WT_specific
Nbea,Foxp1,1,1,0,25,AD_specific
Krt10,Htr1d,1,1,0,1,AD_specific
Slc2a12,Cdkl2,1,1,0,1,AD_specific
Tasl,Acer2,1,1,13,1,Shared
Kctd16,App,1,1,3,4,Shared
Tbkbp1,Psd3,1,0,2,0,WT_specific
Slc38a6,C330007P06Rik,1,1,0,4,AD_specific
Tlcd5,Snx29,1,1,2,5,Shared
Triobp,Fam155a,1,1,1,0,WT_specific
Nhsl2,Abhd6,1,1,22,19,Shared
Ppm1k,Msantd2,1,1,1,0,WT_specific
Ldlrad4,Ctbp2,1,1,0,1,AD_specific
Plcb4,Gm4841,1,1,0,2,AD_specific
Npas3,Hdac8,1,1,8,12,Shared
Szrd1,Ctcfl,1,1,0,2,AD_specific
Trps1,Kirrel3,1,1,1,0,WT_specific
Mylk4,Gm33532,1,1,0,2,AD_specific
St7l,Camk4,1,1,1,0,WT_specific
Tnfrsf14,Tfap2d,1,1,31,47,Shared
Sytl5,Nhsl1,1,1,7,0,WT_specific
Syn3,Cdyl2,1,1,1,0,WT_specific
Ogdhl,Kcnk6,1,0,1,0,WT_specific
Lzic,Cdkl3,1,1,1,0,WT_specific
Smok3a,Gmnn,1,1,1,0,WT_specific
Xiap,Fgf14,1,1,3,0,WT_specific
Nav3,D17H6S53E,1,1,1,0,WT_specific
Ngf,Mrto4-ps2,1,1,1,0,WT_specific
Sp100,AU022252,1,1,1,0,WT_specific
Runx1t1,Npas3,1,0,1,0,WT_specific
Tex47,Nbea,1,1,8,16,Shared
Rab2a,Gimap8,1,1,0,1,AD_specific
Hnrnpd,Cer1,1,1,1,1,Shared
Lhfpl4,Kcnip3,1,1,2,0,WT_specific
Slc4a1ap,Gcnt7,1,1,1,0,WT_specific
Pira2,Lilra6,1,1,0,32,AD_specific
Syt11,Abhd2,1,0,1,0,WT_specific
Nav2,Il17ra,1,1,2,0,WT_specific
Tmco1,Nhsl1,1,1,0,2,AD_specific
Kif28,Atp6v1h,1,0,1,0,WT_specific
Mfap1a,Fam81a,1,1,1,0,WT_specific
Npas3,Gjc3,1,1,1,0,WT_specific
Map3k19,Dcdc2c,1,1,0,4,AD_specific
Tmem19,Kcnj6,1,1,5,2,Shared
Zfp846,Comt,1,1,0,10,AD_specific
Homez,Cyld,1,1,1,0,WT_specific
Ifnar1,Eif4g2,1,1,1,0,WT_specific
Gm13770,Acox2,1,0,1,0,WT_specific
Zfp382,Cyp3a13,1,1,1,0,WT_specific
Fmn2,D830030K20Rik,1,1,0,1,AD_specific
Txnl4a,Bdp1,1,1,0,2,AD_specific
St3gal1,Lrrc7,1,1,12,0,WT_specific
N4bp1,Lnx1,1,1,0,1,AD_specific
Zfp260,Mterf3,1,1,0,1,AD_specific
Mrpl4,App,1,1,2,0,WT_specific
Rimklb,Anxa9,1,1,2,0,WT_specific
Thra,Tcf4,1,1,4,5,Shared
Zfp169,Ino80d,1,0,1,0,WT_specific
Tirap,Ppfibp2,1,1,1,0,WT_specific
N6amt1,Arhgef33,1,1,0,1,AD_specific
Rint1,Armc7,1,1,0,2,AD_specific
Rd3,Ccdc60,1,1,0,1,AD_specific
Pkd1l3,Kirrel,1,1,2,0,WT_specific
Jag1,Fam169b,1,1,0,13,AD_specific
Rapgef2,Cradd,1,1,2,0,WT_specific
Rbm41,Neto2,0,1,0,1,AD_specific
Tmem245,Pigm,1,1,1,0,WT_specific
Lrrc4c,Katnal2,1,1,0,3,AD_specific
Zfp408,Rhno1,1,1,4,0,WT_specific
Capns1,Ap4s1,0,1,0,2,AD_specific
Usp6nl,Gm46345,1,1,0,1,AD_specific
Snupn,Cluap1,1,1,1,0,WT_specific
